Venezuela(BolivarianRepublicof),Male,6.6,6.8,7.7,16.1
Venezuela(BolivarianRepublicof),Female,1.2,1.2,1.5,2.4
VietNam,Bothsexes,7,7,7.1,7.5
VietNam,Male,10.8,10.9,11,11.5
VietNam,Female,3.4,3.5,3.5,3.9
Yemen,Bothsexes,9.8,9.9,10.6,9.1
Yemen,Male,13.4,13.6,14.6,12.8
Yemen,Female,6.2,6.3,6.6,5.5
Zambia,Bothsexes,11.3,11.2,11.5,14.1
Zambia,Male,17.5,17.4,17.9,21.9
Zambia,Female,6.2,6.1,6.2,7.5
Zimbabwe,Bothsexes,19.1,18.9,20.6,21.7
Zimbabwe,Male,29.1,28.7,32.3,35.5
Zimbabwe,Female,11.1,11.1,11.1,9.8
