Comuna;robo_con_vio;robo_con_sor;robo_con_fuer;robo_vehi;robo_acce_vehi;robo_lugar_h;robo_lugar_nh;robos_con_fuer_otros;hurtos;lesiones;lesiones_lev;lesiones_gra;violacion;homicidio
Valdivia;139,3354158;109,6409829;1140,380431;34,83385394;216,4267318;501,9501248;336,9176037;50,25211716;801,7496874;275,2445508;213,5714979;61,67305287;31,40757322;1,713140358
Vallenar;139,7142049;76,04697227;838,2852292;37,13921902;168,0107527;304,1878891;302,4193548;26,52801358;454,5132994;272,3542728;155,631013;116,7232598;3,537068478;3,537068478
Valparaíso;468,4132382;510,8801507;1170,554145;168,2711496;375,1776107;321,8544949;280,0261826;25,22470744;728,0042148;421,7954244;324,4088957;97,38652873;23,94750706;1,915800565
Vichuquén;22,77904328;0;341,6856492;0;0;182,2323462;159,453303;0;387,2437358;182,2323462;159,453303;22,77904328;0;0
Victoria;84,76252366;36,73042692;791,1168875;36,73042692;56,50834911;344,7009296;285,367163;67,81001893;825,021897;240,1604837;200,6046393;39,55584438;14,12708728;0
Vicuña;44,21467927;40,8135501;829,8755187;17,00564587;115,6383919;285,6948507;384,3275968;27,2090334;527,1750221;323,1072716;244,8813006;78,22597102;3,401129175;0
Vilcún;26,44365848;16,52728655;502,4295111;6,61091462;56,19277427;294,1857006;142,1346643;3,30545731;277,658414;175,1892374;125,6073778;49,58185965;13,22182924;0
Villa Alegre;63,4407982;17,30203587;703,6161255;28,83672645;57,67345291;259,5305381;334,5060269;23,06938116;294,1346098;213,3917758;161,4856681;51,90610762;34,60407175;0
Villa Alemana;195,3024994;103,868745;796,5708685;119,2296158;117,7666757;318,9209354;229,6815911;10,97205053;337,9391563;246,5054019;202,6171998;43,88820212;10,97205053;0
Villarrica;69,99692696;37,55932666;715,3344487;23,9013897;105,8490115;331,2049715;240,7211391;13,65793697;624,8506163;187,7966333;148,5300645;39,26656878;25,60863182;0
Viña del Mar;261,4576685;210,2298812;1057,307938;193,1539521;354,1155788;269,5757331;218,3479458;22,11472785;746,8619481;330,3212514;248,0208718;82,30037959;24,35419396;2,519399375
Vitacura;482,8759838;111,6783663;1684,747926;251,0104233;965,7519677;209,5298873;207,4026803;51,05296745;801,9570304;135,0776431;96,78791746;38,28972559;7,44522442;0
Yerbas Buenas;42,09418574;15,78531965;478,8213628;5,261773218;5,261773218;242,041568;215,7327019;10,52354644;215,7327019;226,2562484;210,4709287;15,78531965;36,83241252;0
Yumbel;40,77564335;36,24501631;815,512867;45,30627039;81,5512867;385,1032983;235,592606;67,95940558;434,9401957;222,0007249;181,2250816;40,77564335;13,59188112;0
Yungay;59,46267366;5,405697605;962,2141737;21,62279042;86,49116168;529,7583653;259,4734851;64,86837126;324,3418563;340,5589491;248,6620898;91,89685929;0;0
Zapallar;63,56470887;12,71294177;1004,3224;25,42588355;228,8329519;419,5270786;279,684719;50,8517671;826,3412154;254,2588355;254,2588355;0;25,42588355;0
