TASA DE DENUNCIA POR DELITOS DE ROBOS CON VIOLENCIA O INTIMIDACIÓN;;;;;;;;;;;;;;;;;;
SEGÚN UNIDAD TERRITORIAL;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
ORDEN;UN_ADMIN;UNIDAD;Año;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
346;COMUNA;Paillaco;;75,4;100,4;80,2;90,1;84,9;49,7;84,3;49,4;29,5;44,2;34,3;19,5;38,9;24,2;38,6
347;COMUNA;Panguipulli;;75,4;49,2;86,8;98,2;60,5;57,4;68,7;45,6;37,0;39,7;17,0;11,3;39,3;47,6;47,4
348;COMUNA;Valdivia;;202,1;218,4;322,9;206,8;168,4;154,0;183,8;181,8;130,9;145,7;153,2;155,2;166,5;150,5;139,3
349;PROVINCIA;Provincia de Ranco;;68,0;85,6;95,1;92,2;77,0;49,3;81,1;56,5;50,3;41,1;40,1;40,0;43,1;31,7;29,6
350;COMUNA;Futrono;;65,0;84,8;91,5;58,9;13,1;6,6;45,9;26,2;19,7;13,1;19,7;13,1;45,9;26,2;39,3
351;COMUNA;La Unión;;113,8;139,6;124,8;145,6;86,9;48,6;66,5;38,3;30,7;40,9;51,1;38,2;45,8;40,7;33,0
352;COMUNA;Lago Ranco;;0,0;0,0;0,0;9,8;29,4;29,3;19,6;9,8;19,5;9,8;9,8;9,8;9,7;9,7;9,7
353;COMUNA;Río Bueno;;36,0;48,2;90,8;69,9;109,6;76,2;134,3;106,8;97,8;64,2;45,8;64,1;48,8;30,5;27,4
354;REGION;Región de Los Lagos;;140,5;140,4;153,6;164,4;178,9;151,2;156,7;126,2;112,0;118,0;114,3;104,7;100,3;103,4;105,0
355;PROVINCIA;Provincia de Llanquihue;;167,9;193,5;229,5;238,9;263,0;197,9;198,7;156,2;142,7;156,6;154,3;135,3;128,2;139,9;128,7
356;COMUNA;Calbuco;;75,5;62,9;80,2;111,9;110,9;69,5;71,9;34,3;22,7;19,8;28,2;28,0;33,5;63,7;65,9
357;COMUNA;Cochamó;;0,0;0,0;0,0;0,0;46,9;23,6;0,0;23,9;0,0;0,0;0,0;24,6;0,0;0,0;0,0
358;COMUNA;Fresia;;54,0;147,1;100,9;116,7;38,9;70,2;39,0;39,1;23,5;31,4;15,7;0,0;23,7;23,7;47,4
359;COMUNA;Frutillar;;35,7;64,4;51,8;39,7;83,7;38,5;48,8;37,5;58,3;125,8;41,5;46,2;30,5;60,5;44,9
360;COMUNA;Llanquihue;;68,9;68,5;124,9;101,6;112,2;55,8;44,4;49,8;49,6;55,0;115,2;142,2;87,3;43,4;75,6
361;COMUNA;Los Muermos;;40,1;22,9;85,9;91,4;108,2;113,7;124,8;22,7;11,3;11,3;28,3;39,5;11,3;11,3;11,2
362;COMUNA;Maullín;;37,9;31,8;38,4;45,0;51,6;51,8;19,5;6,5;0,0;6,6;13,3;46,6;33,4;20,1;20,1
363;COMUNA;Puerto Montt;;244,6;279,0;310,9;331,7;370,0;282,4;289,9;233,6;214,3;228,3;221,5;186,3;182,5;193,7;176,8
364;COMUNA;Puerto Varas;;118,5;145,3;255,3;198,0;193,5;120,5;96,3;80,2;69,5;81,9;93,9;83,5;71,3;99,9;75,2
365;PROVINCIA;Provincia de Chiloé;;89,7;80,5;82,9;95,3;107,4;120,0;102,9;87,9;72,6;73,9;65,7;64,8;46,5;45,2;53,2
366;COMUNA;Ancud;;96,6;84,4;55,4;91,3;93,5;71,7;76,3;85,7;88,0;57,0;59,3;52,2;47,4;33,1;37,8
367;COMUNA;Castro;;137,3;140,6;188,1;167,9;202,6;216,5;190,1;113,1;108,0;98,6;111,1;110,5;81,9;68,4;93,2
368;COMUNA;Chonchi;;22,1;43,7;35,9;85,1;55,9;62,1;40,8;74,0;33,2;52,6;26,0;45,1;6,4;44,3;56,6
369;COMUNA;Curaco de Vélez;;55,3;54,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,6;0,0;50,5;25,1;0,0;0,0
370;COMUNA;Dalcahue;;95,8;15,6;84,2;75,2;22,2;80,3;36,0;21,4;70,6;62,9;48,5;41,2;34,0;47,2;26,8
371;COMUNA;Puqueldón;;0,0;23,6;0,0;0,0;0,0;0,0;0,0;0,0;23,7;0,0;23,8;23,8;0,0;23,8;0,0
372;COMUNA;Queilén;;18,6;0,0;0,0;0,0;18,4;0,0;18,3;0,0;0,0;18,2;0,0;0,0;0,0;0,0;36,1
373;COMUNA;Quellón;;123,3;88,8;67,5;105,4;153,7;219,7;179,4;188,2;87,6;144,5;100,2;88,6;59,7;62,6;68,9
374;COMUNA;Quemchi;;0,0;34,0;0,0;0,0;22,7;22,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,4;0,0
375;COMUNA;Quinchao;;22,3;33,8;22,7;11,4;11,5;0,0;11,6;11,7;11,7;23,6;0,0;11,9;11,9;12,0;12,0
376;PROVINCIA;Provincia de Osorno;;145,1;111,1;97,0;107,1;106,5;108,5;137,5;112,9;96,8;92,8;89,6;88,9;98,4;89,5;108,5
377;COMUNA;Osorno;;185,0;140,1;105,5;120,8;133,3;133,4;169,5;140,4;120,3;118,4;108,2;112,9;127,0;109,8;133,5
378;COMUNA;Puerto Octay;;49,1;0,0;10,0;0,0;0,0;30,8;10,3;31,2;0,0;10,6;0,0;10,7;21,6;0,0;0,0
379;COMUNA;Purranque;;93,5;117,1;169,0;173,9;98,7;94,1;127,1;61,2;84,9;61,4;66,2;66,3;66,4;80,6;94,9
380;COMUNA;Puyehue;;17,5;34,9;17,4;43,5;26,0;69,1;60,3;60,1;51,5;34,3;68,5;17,1;8,5;59,7;42,5
381;COMUNA;Río Negro;;113,1;60,2;100,9;87,7;67,7;61,1;74,9;82,0;41,2;27,6;55,3;41,6;48,7;20,9;35,0
382;COMUNA;San Juan de la Costa;;34,2;11,6;35,1;35,5;35,8;24,1;12,2;24,6;12,4;37,6;37,9;25,5;0,0;12,9;39,0
383;COMUNA;San Pablo;;28,6;9,5;38,1;19,1;9,5;0,0;47,5;28,5;28,5;19,0;28,5;9,5;9,5;37,9;47,4
384;PROVINCIA;Provincia de Palena;;10,8;10,9;5,4;21,8;32,6;10,8;10,8;10,8;10,7;10,7;5,3;0,0;0,0;0,0;5,2
385;COMUNA;Chaitén;;34,4;17,9;0,0;0,0;19,2;19,5;19,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
386;COMUNA;Futaleufú;;0,0;0,0;0,0;0,0;41,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36,1
387;COMUNA;Hualaihué;;0,0;11,3;11,2;44,6;44,3;11,0;10,9;21,7;21,6;21,5;10,7;0,0;0,0;0,0;0,0
388;COMUNA;Palena;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
389;REGION;Región Aisén del Gral. Carlos Ibáñez del Campo;;64,9;62,2;104,9;103,8;96,7;79,8;92,8;102,9;82,7;83,1;60,5;44,9;38,9;48,1;49,7
390;PROVINCIA;Provincia de Coyhaique;;71,6;72,6;141,8;142,0;126,2;97,2;128,7;154,8;128,3;125,7;79,9;61,2;46,0;66,9;69,6
391;COMUNA;Coyhaique;;72,9;73,9;144,3;144,4;128,3;98,7;130,8;157,3;130,3;127,6;81,1;62,1;46,7;67,9;70,7
392;COMUNA;Lago Verde;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
393;PROVINCIA;Provincia de Aysén;;77,4;60,3;73,3;62,9;59,1;74,9;51,7;41,7;25,5;35,0;47,4;31,5;40,7;31,1;27,9
394;COMUNA;Aysén;;87,6;78,5;91,0;73,1;68,2;88,8;62,9;50,0;33,2;45,4;61,5;36,7;52,8;32,3;32,2
395;COMUNA;Cisnes;;55,3;0,0;18,4;36,5;18,1;36,1;17,9;17,8;0,0;0,0;0,0;0,0;0,0;0,0;17,2
396;COMUNA;Guaitecas;;0,0;0,0;0,0;0,0;66,5;0,0;0,0;0,0;0,0;0,0;0,0;63,8;0,0;126,3;0,0
397;PROVINCIA;Provincia de Capitán Prat;;0,0;0,0;0,0;0,0;0,0;0,0;22,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
398;COMUNA;Cochrane;;0,0;0,0;0,0;0,0;0,0;0,0;29,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
399;COMUNA;O'Higgins;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
400;COMUNA;Tortel;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
401;PROVINCIA;Provincia de General Carrera;;0,0;27,7;13,8;41,0;81,3;13,5;26,7;13,3;13,2;0,0;0,0;0,0;0,0;0,0;12,8
402;COMUNA;Chile Chico;;0,0;21,4;21,2;63,2;125,2;0,0;41,0;0,0;20,3;0,0;0,0;0,0;0,0;0,0;19,6
403;COMUNA;Río Ibáñez;;0,0;39,1;0,0;0,0;0,0;38,5;0,0;38,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0
404;REGION;Región de Magallanes y de la Antártica Chilena;;102,6;117,9;116,5;103,5;122,7;93,8;79,4;66,5;46,6;54,1;39,3;52,5;44,4;33,4;39,8
405;PROVINCIA;Provincia de Magallanes;;116,3;130,7;135,4;116,4;137,3;104,7;91,6;78,0;54,9;55,2;43,7;58,7;45,8;32,3;42,5
406;COMUNA;Laguna Blanca;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
407;COMUNA;Punta Arenas;;118,0;131,6;137,1;117,8;138,0;105,8;92,6;78,0;55,4;55,7;44,1;59,2;46,2;32,6;42,8
408;COMUNA;Río Verde;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
409;COMUNA;San Gregorio;;0,0;104,3;0,0;0,0;118,2;0,0;0,0;129,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0
410;PROVINCIA;Provincia de Antártica Chilena;;0,0;0,0;0,0;0,0;0,0;0,0;47,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
411;COMUNA;Antártica;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
412;COMUNA;Cabo de Hornos;;0,0;0,0;0,0;0,0;0,0;0,0;49,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
413;PROVINCIA;Provincia de Tierra del Fuego;;58,7;29,0;43,1;56,7;42,0;27,6;13,6;13,5;13,3;26,3;0,0;25,6;25,3;37,3;49,0
414;COMUNA;Porvenir;;18,2;35,5;52,1;68,0;33,3;32,6;16,0;15,7;15,4;30,4;0,0;29,4;28,9;28,4;55,6
415;COMUNA;Primavera;;315,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;143,1;0,0
416;COMUNA;Timaukel;;0,0;0,0;0,0;0,0;311,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
417;PROVINCIA;Provincia de Última Esperanza;;43,8;81,9;38,1;51,8;74,5;59,8;31,8;22,4;13,3;61,5;30,4;30,0;46,5;41,6;24,6
418;COMUNA;Natales;;45,2;79,6;39,4;53,6;77,2;62,0;33,0;23,3;13,8;59,4;31,6;31,3;48,5;43,4;21,4
419;COMUNA;Torres del Paine;;0,0;151,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;113,9;0,0;0,0;0,0;0,0;100,2
420;-;Sin información;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
421;-;No Especifica;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
